chunk_id,chunk_string,source,metadata_tags
red_flags_1_0109,"Eur Spine J. 2013;22:2787-2799. https:// doi.org/10.1007 / s00586-013-2850-1 22. DynamicHealth. Do your patients suffer with Cauda Equina Syndrome? Available at: https:// www.eoemskservice.nhs.uk/ advice-and-leaflets/ lower-back/ cauda-equina. Accessed April 17 , 2020. 23. Esses SI, McGuire R, Jenkins J, et al. The treatment of symptomatic osteoporotic spinal compression fractures. J Am Acad Orthop Surg. 2011;19:176-182. https:// doi. org/10.5435/00124635-201103000-00007 24. Farrell C. Bone metastases: assessment, management and treatment options. Br J Nurs. 2013;22:S4, S6, S8-S11. https:// doi. org/10.12968/bjon.2013.22.Sup7 .S4 25. Finucane L, Greenhalgh S, Selfe J. Which red flags aid the early detection of metastatic bone disease in back pain? Physiother Pract Res. 2017;38:73-77 . https:// doi.org/10.3233/ PPR-170095 26. Frazier LM, Carey TS, Lyles MF , Khayrallah MA, McGaghie WC. Selective criteria may increase lumbosacral spine roentgenogram use in acute low-back pain. Arch Intern Med. 1989;149:47-50. https:// doi.org/10.1001/ archinte.1989.00390010065005 27. Genevay S, Atlas SJ. Lumbar spinal stenosis. Best Pract Res Clin Rheumatol. 2010;24:253-265. https://",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=109;chunk_method=pypdf
red_flags_1_0110,"doi.org/10.1016/j.berh.2009.11.001 28. Germon T , Ahuja S, Casey ATH, T odd NV , Rai A. British Association of Spine Surgeons standards of care for cauda equina syndrome. Spine J. 2015;15:S2-S4. https:// doi.org/10.1016/j. spinee.2015.01.006 29. Gibson M, Zoltie N. Radiography for back pain presenting to accident and emergency depart- ments. Arch Emerg Med. 1992;9:28-31. https:// doi.org/10.1136/ emj.9.1.28 30. Gouliouris T , Aliyu SH, Brown NM. Spondylodiscitis: update on diagnosis and management. J Antimicrob Chemother. 2010;65 suppl 3:iii11-iii24. https:// doi.org/10.1093/jac/ dkq303 31. Greenhalgh S, Finucane L, Mercer C, Selfe J. Assessment and management of cauda equina syndrome. Musculoskelet Sci Pract. 2018;37:69- 74. https:// doi.org/10.1016/j.msksp.2018.06.002 32. Greenhalgh S, Selfe J. Red Flags and Blue Lights: Managing Serious Spinal Pathology. 2nd ed. Edinburgh, UK: Elsevier; 2019. 33. Harel R, Angelov L. Spine metastases: current treatments and future directions. Eur J Cancer. 2010;46:2696-2707 . https:// doi.org/10.1016/j. ejca.2010.04.025 34. Henschke N, Maher CG, Ostelo RW, de Vet HC, Macaskill P , Irwig L. Red flags to screen for Journal of Orthopaedic & Sports",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=110;chunk_method=pypdf
red_flags_1_0111,"Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=111;chunk_method=pypdf
red_flags_1_0112,"372 | july 2020 | volume 50 | number 7 | journal of orthopaedic & sports physical therapy [ position statement ] @ MORE INFORMATION WWW.JOSPT .ORG 64. Patel U, Skingle S, Campbell GA, Crisp AJ, Boyle IT . Clinical profile of acute vertebral compres- sion fractures in osteoporosis. Br J Rheumatol. 1991;30:418-421. https:// doi.org/10.1093/ rheumatology/30.6.418 65. Patrick JD, Doris PE, Mills ML, Friedman J, Johnston C. Lumbar spine x-rays: a multihospital study. Ann Emerg Med. 1983;12:84-87 . https:// doi.org/10.1016/ s0196-0644(83)80378-3 66. Premkumar A, Godfrey W, Gottschalk MB, Boden SD. Red flags for low back pain are not always really red: a prospective evaluation of the clinical utility of commonly used screening questions for low back pain. J Bone Joint Surg Am. 2018;100:368-374. https:// doi.org/10.2106/ JBJS.17 .00134 67. Public Health England. T uberculosis in England: 2019 Report (presenting data to end of 2018). London, UK: Public Health England; 2019. 68. Reinus WR, Strome G, Zwemer FL, Jr . Use of lumbosacral spine radiographs in a level II emergency department. AJR Am J Roentgenol. 1998;170:443-447 . https:// doi.org/10.2214/ ajr .170.2.9456961 69. Roman M, Brown C,",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=112;chunk_method=pypdf
red_flags_1_0113,"Richardson W, Isaacs R, Howes C, Cook C. The development of a clinical decision making algorithm for detec- tion of osteoporotic vertebral compression fracture or wedge deformity. J Man Manip Ther. 2010;18:44-49. https:// doi.org/10.1179/10669811 0X12595770849641 70. Roy DK, O’Neill TW, Finn JD, et al. Determinants of incident vertebral fracture in men and women: results from the European Prospective Osteoporosis Study (EPOS). Osteoporos Int. 2003;14:19-26. https:// doi.org/10.1007 / s00198-002-1317-8 71. Royal College of Physicians. National Early Warning Score (NEWS) 2: Standardising the Assessment of Acute-Illness Severity in the NHS. London, UK: Royal College of Physicians; 2017 . 72. Royal Osteoporosis Society. Clinical guidance for the effective identification of vertebral fractures. Available at: https://www.guidelines.co.uk/ musculoskeletal-and-joints-/ ros-guideline-iden- tification-of-vertebral-fractures/ 454148.article. Accessed April 16, 2020. 73. Scavone JG, Latshaw RF , Rohrer GV . Use of lumbar spine films. Statistical evalua- tion at a university teaching hospital. JAMA. 1981;246:1105-1108. https:// doi.org/10.1001/ jama.1981.03320100041027 74. Sciubba DM, Petteys",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=113;chunk_method=pypdf
red_flags_1_0114,"RJ, Dekutoski MB, et al. Diagnosis and management of metastatic spine disease. A review. J Neurosurg Spine. 2010;13:94- 108. https:// doi.org/10.3171/2010.3.SPINE09202 75. Scottish Intercollegiate Guidelines Network. Management of Osteoporosis and the Prevention of Fragility Fractures. Edinburgh, UK: Scottish Intercollegiate Guidelines Network; 2015. 76. Sendi P , Bregenzer T , Zimmerli W. Spinal epidural abscess in clinical practice. QJM. 2008;101:1-12. https:// doi.org/10.1093/ qjmed/hcm100 77. Straus SE, Sackett DL. Using research findings in clinical practice. BMJ. 1998;317:339-342. https:// doi.org/10.1136/bmj.317 .7154.339 78. Sutcliffe P , Connock M, Shyangdan D, Court R, Kandala NB, Clarke A. A systematic review of evi- dence on malignant spinal metastases: natural history and technologies for identifying patients at high risk of vertebral fracture and spinal cord compression. Health T echnol Assess. 2013;17:1- 274. https:// doi.org/10.3310/hta17420 79. T urnpenney J, Greenhalgh S, Richards L, Crabtree A, Selfe J. Developing an early alert system for metastatic spinal cord compression (MSCC): Red Flag credit cards. Prim Health Care Res Dev. 2015;16:14-20. https://",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=114;chunk_method=pypdf
red_flags_1_0115,"doi.org/10.1017 / S1463423613000376 80. van den Bosch MA, Hollingworth W, Kinmonth AL, Dixon AK. Evidence against the use of lum- bar spine radiography for low back pain. Clin Radiol. 2004;59:69-76. https:// doi.org/10.1016/j. crad.2003.08.012 81. van der Voort DJ, van der Weijer PH, Barentsen R. Early menopause: increased fracture risk at older age. Osteoporos Int. 2003;14:525-530. https:// doi.org/10.1007 / s00198-003-1408-1 82. Verhagen AP , Downie A, Popal N, Maher C, Koes BW. Red flags presented in current low back pain guidelines: a review. Eur Spine J. 2016;25:2788-2802. https:// doi.org/10.1007 / s00586-016-4684-0 83. Wainwright A. Spinal infection. In: Bartley R, Coffey P , eds. Management of Low Back Pain in Primary Care. Oxford, UK: Elsevier/Butterworth- Heinemann; 2001:ch 9. 84. Watson J, Jones HE, Banks J, Whiting P , Salisbury C, Hamilton W. Use of multiple inflammatory marker tests in primary care: using Clinical Practice Research Datalink to evaluate accuracy. Br J Gen Pract. 2019;69:e462-e469. https:// doi. org/10.3399/bjgp19X704309 85. Williams CM, Henschke N, Maher CG, et al. Red flags to screen for vertebral fracture in patients presenting with low-back pain.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=115;chunk_method=pypdf
red_flags_1_0116,"Cochrane Database Syst Rev. 2013:CD008643. https:// doi. org/10.1002/14651858.CD008643.pub2 86. World Confederation for Physical Therapy. WCPT policy statement: advanced physical therapy practice. Available at: https://www.wcpt.org/ policy/ ps-advanced-pt-practice. Accessed April 17 , 2020. 87. World Health Organization. TB and HIV , and other comorbidities. Available at: https://www.who.int/ tb/ areas-of-work/tb-hiv/ en/. Accessed April 16, 2020. 88. Yusuf M, Finucane L, Selfe J. Red flags for the early detection of spinal infection in back pain patients. BMC Musculoskelet Disord. 2019;20:606. https:// doi.org/10.1186/ s12891-019-2949-6 89. Ziu M, Dengler B, Cordell D, Bartanusz V . Diagnosis and management of primary pyogenic spinal infections in intravenous recreational drug users. Neurosurg Focus. 2014;37:E3. https:// doi. org/10.3171/2014.6.FOCUS14148 FIND Author Instructions & Tools on the Journal’s Website JOSPT’s instructions to authors are available at www.jospt.org by clicking Complete Author Instructions in the right-hand Author Center widget on the home page, or by visiting the Info Center for Authors, located in the site’s top navigation bar. The Journal’s editors have",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=116;chunk_method=pypdf
red_flags_1_0117,"assembled a list of useful tools and links for authors as well as reviewers. Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=117;chunk_method=pypdf
red_flags_1_0118,"journal of orthopaedic & sports physical therapy | volume 50 | number 7 | july 2020 | a1 [ position statement ] APPENDIX A DEFINITIONS • Clinical risk/index of suspicion: relates to clinical risk factors and presenting clinical features. Once the index of suspicion passes a critical thresh- old, the therapist will become concerned about the underlying cause of the person’s complaint3 • Emergency referral: this needs to reflect local pathways, but, as a guide, on the same day • Experts by experience: patient representatives • General practitioner review: follow-up by medical practitioner; onward medical management to be carried out by the general practitioner • High level of evidence: evidence supported by the literature • Investigations: refers to requesting imaging or ordering blood tests to aid diagnosis • Low level of evidence: evidence supported by consensus and the steering group • Red flag: Goodman and Snyder2 define red flags as features of the individual’s medical history and clinical examination thought to be associated with a high risk of serious disorders such as infection, inflammation, cancer , or fracture. Red flags are clinical prediction guides—they are not diag-",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=118;chunk_method=pypdf
red_flags_1_0119,"nostic tests, and they are not necessarily predictors of diagnosis or prognosis. The main role of red flags is that, when combined, they help to raise the clinician’s index of suspicion. Unfortunately, with a few exceptions, the prognostic strength of individual red flags or combinations of red flags is not known3 • Safety netting: safety netting is a management strategy used for people who may present with possible serious pathology. These strategies should include advice on which signs and symptoms to look out for , which action to take, and the time frame within which that action needs to be taken4 • Shared decision making: the conversation that happens between a patient and a clinician to reach a health care choice together • Urgent referral: this needs to reflect local pathways, but, as a guide, within 5 days • Watchful waiting: the act of close surveillance while undergoing treatment as required, but allowing time to pass before medical intervention or therapy is used1 REFERENCES 1. Cook CE, George SZ, Reiman MP . Red flag screening for low back pain: nothing to see here, move along: a narrative review. Br J Sports Med. 2018;52:493-496. https:// doi.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=119;chunk_method=pypdf
red_flags_1_0120,"org/10.1136/bjsports-2017-098352 2. Goodman CC, Snyder TEK. Screening for immunologic disease. In: Differential Diagnosis for Physical Therapists: Screening for Referral. 5th ed. St Louis, MO: Elsevier/ Saunders; 2013:ch 12. 3. Greenhalgh S, Selfe J. Red Flags II: A Guide to Solving Serious Pathology of the Spine. Edinburgh, UK: Elsevier/Churchill Livingstone; 2010. 4. Hirst Y , Lim AWW. Acceptability of text messages for safety netting patients with low-risk cancer symptoms: a qualitative study. Br J Gen Pract. 2018;68:e333-e341. https:// doi.org/10.3399/bjgp18X695741 Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=120;chunk_method=pypdf
red_flags_1_0121,"a2 | july 2020 | volume 50 | number 7 | journal of orthopaedic & sports physical therapy [ position statement ] KEY PAPERS: EVIDENCE STATEMENTS Pathology Papers Reviewed, n Patients, n Evidence Statement CES1 7 569 Red flags commonly used to screen for CES are not robust enough to diagnose CES on their own, as their diagnostic accuracy is poor . That being said, red flags still remain important clinical markers for the suspicion of CES, as presently they are the best tools that general health care practitioners have to screen for this serious condition CES4 NA NA Policy document outlining best standards of care In patients with symptoms suggestive of CES, with confirmed cauda equina compression on MRI, the recom- mended treatment of choice is urgent surgical decompression Nothing is to be gained by delaying surgery, and potentially there is much to be lost. Decompressive surgery should be undertaken at the earliest opportunity, taking into consideration the duration of pre-existing symptoms and the potential for increased morbidity, while operating in the small hours. We do not consider that there is anything in the literature that justifies contravention of this principle. We",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=121;chunk_method=pypdf
red_flags_1_0122,"recommend that reasons for any delay in surgery be documented CES5 NA NA A number of authors, including Henschke et al,7 Downie et al,2 and Verhagen et al,12 have published high- quality review papers demonstrating that red flags have a weak evidence base Fracture13 8 7378 The available evidence does not support the use of many red flags to specifically screen for vertebral fracture in patients presenting with LBP . From the limited evidence, the findings give rise to a weak recommenda- tion that a combination of a small subset of red flags may be useful to screen for vertebral fracture Fracture11 NA NA NA Fracture9 4 guidelines NA Overall, none of the guidelines was of satisfactory quality. The domains with the lowest scores were rigor of development and applicability Fracture3 NA NA NA Fracture8 NA NA Evidence rating: C—consensus, disease-oriented evidence, usual practice, expert opinion, or case series Malignancy6 8 7361 For most “red flags,” there is insufficient evidence to provide recommendations regarding their diagnostic accuracy or usefulness for detecting spinal malignancy Infection14 41 2058 The current evidence surrounding red flags for SI remains of low quality, and",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=122;chunk_method=pypdf
red_flags_1_0123,"clinical features alone should not be relied on to identify SI Infection10 NA NA NA Abbreviations: CES, cauda equina syndrome; LBP, low back pain; MRI, magnetic resonance imaging; NA, not applicable; SI, spinal infection. REFERENCES 1. Dionne N, Adefolarin A, Kunzelman D, et al. What is the diagnostic accuracy of red flags related to Cauda Equina Syndrome (CES), when compared to Magnetic Resonance Imaging (MRI)? A systematic review. Musculoskelet Sci Pract. 2019;42:125-133. https:// doi.org/10.1016/j.msksp.2019.05.004 2. Downie A, Williams CM, Henschke N, et al. Red flags to screen for malignancy and fracture in patients with low back pain: systematic review. BMJ. 2013;347:f7095. https:// doi.org/10.1136/bmj.f7095 3. Esses SI, McGuire R, Jenkins J, et al. The treatment of symptomatic osteoporotic spinal compression fractures. J Am Acad Orthop Surg. 2011;19:176-182. https:// doi. org/10.5435/00124635-201103000-00007 4. Germon T , Ahuja S, Casey ATH, T odd NV , Rai A. British Association of Spine Surgeons standards of care for cauda equina syndrome. Spine J. 2015;15:S2-S4. https:// doi. org/10.1016/j.spinee.2015.01.006 5. Greenhalgh S, Finucane L, Mercer C, Selfe J. Assessment and",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=123;chunk_method=pypdf
red_flags_1_0124,"management of cauda equina syndrome. Musculoskelet Sci Pract. 2018;37:69-74. https:// doi.org/10.1016/j. msksp.2018.06.002 6. Henschke N, Maher CG, Ostelo RW, de Vet HC, Macaskill P , Irwig L. Red flags to screen for malignancy in patients with low-back pain. Cochrane Database Syst Rev. 2013:CD008686. https:// doi.org/10.1002/14651858.CD008686.pub2 7. Henschke N, Maher CG, Refshauge KM, et al. Prevalence of and screening for serious spinal pathology in patients presenting to primary care settings with acute low back pain. Arthritis Rheum. 2009;60:3072-3080. https:// doi.org/10.1002/ art.24853 8. McCarthy J, Davis A. Diagnosis and management of vertebral compression fractures. Am Fam Physician. 2016;94:44-50. 9. Parreira PCS, Maher CG, Megale RZ, March L, Ferreira ML. An overview of clinical guidelines for the management of vertebral compression fracture: a systematic review. Spine J. 2017;17:1932-1938. https:// doi.org/10.1016/j.spinee.2017 .07 .174 10. Public Health England. T uberculosis in England: 2019 Report (presenting data to end of 2018). London, UK: Public Health England; 2019. 11. Royal Osteoporosis Society. Clinical guidance for the effective identification of vertebral",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=124;chunk_method=pypdf
red_flags_1_0125,"fractures. Available at: https://www.guidelines.co.uk/ musculoskeletal-and-joints-/ ros-guideline-identification-of-vertebral-fractures/ 454148.article. Accessed April 16, 2020. 12. Verhagen AP , Downie A, Popal N, Maher C, Koes BW. Red flags presented in current low back pain guidelines: a review. Eur Spine J. 2016;25:2788-2802. https:// doi. org/10.1007 / s00586-016-4684-0 13. Williams CM, Henschke N, Maher CG, et al. Red flags to screen for vertebral fracture in patients presenting with low-back pain. Cochrane Database Syst Rev. 2013:CD008643. https:// doi.org/10.1002/14651858.CD008643.pub2 14. Yusuf M, Finucane L, Selfe J. Red flags for the early detection of spinal infection in back pain patients. BMC Musculoskelet Disord. 2019;20:606. https:// doi.org/10.1186/ s12891-019-2949-6 APPENDIX B Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=125;chunk_method=pypdf
red_flags_1_0126,"journal of orthopaedic & sports physical therapy | volume 50 | number 7 | july 2020 | a3 RED FLAGS THAT GAINED CONSENSUS AS INAPPROPRIATE Pathology Risk Factors Signs Symptoms Investigations CES ... • Absent bulbocavernosus reflex • Saddle anesthesia • X-ray • Bladder ultrasound Fracture • BMI, <23 kg/ m2 • Recent back injury • No regular exercise • Family history of spinal fracture • Smoking • Alcohol intake, >14 units/wk • Muscle spasm • Muscle spasm • Leg pain ... Malignancy • Failure to improve after 1 mo with conservative therapy • Duration of episode, >1 mo • Age, >50 y • Muscle spasm • Fever recorded via thermometer (tem- perature, >100°F /37 .8°C) • Muscle spasm • Insidious onset • Patient reports symptoms of fever • Patient reports neurological symptoms • Patient reports having tried bed rest, with no relief • Patient reports gradual onset before age 40 • X-ray Infection • Older age • Spinal trauma • Male sex • Lives in rural area • Ingestion of unpasteurized dairy product • Blood pressure dysfunction • Abscess • Paralysis • Active bacterial/fungal infection • Sepsis/ septic shock • Weight loss (at least 4 kg) • Observed spinal deformity • Anorexia (BMI, ≤19 kg/ m2) •",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=126;chunk_method=pypdf
red_flags_1_0127,"Hepatosplenomegaly (liver and spleen enlargement) • Patient reports stiffness • Patient reports feeling of tenderness • Patient reports radiculopathy • Patient reports bladder/bowel dys- function • Patient reports urinary incontinence • Weakness/ extreme weakness • Arthralgia • Myalgia • Anorexia • CT scan Abbreviations: BMI, body mass index; CES, cauda equina syndrome; CT, computed tomography. APPENDIX C Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=127;chunk_method=pypdf
red_flags_2_0001,"Disability and Rehabilitation
ISSN: 0963-8288 (Print) 1464-5165 (Online) Journal homepage: www.tandfonline.com/journals/idre20
The diagnostic value of Red Flags in
thoracolumbar pain: a systematic review
Filippo Maselli, Michael Palladino, Valerio Barbari, Lorenzo Storari, Giacomo
Rossettini & Marco Testa
To cite this article: Filippo Maselli, Michael Palladino, Valerio Barbari, Lorenzo
Storari, Giacomo Rossettini & Marco Testa (2022) The diagnostic value of Red Flags in
thoracolumbar pain: a systematic review, Disability and Rehabilitation, 44:8, 1190-1206, DOI:
10.1080/09638288.2020.1804626
To link to this article: https://doi.org/10.1080/09638288.2020.1804626
View supplementary material 
Published online: 19 Aug 2020.
Submit your article to this journal 
Article views: 2448
View related articles 
View Crossmark data
Citing articles: 30 View citing articles 
Full Terms & Conditions of access and use can be found at
https://www.tandfonline.com/action/journalInformation?journalCode=idre20",title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: 10.1080/09638288.2020.1804626,corpus=red_flags;source_id=2;doc=2.pdf;chunk_index=1;chunk_method=pypdf
red_flags_2_0002,"REVIEW The diagnostic value of Red Flags in thoracolumbar pain: a systematic review Filippo Maselli a,b , Michael Palladino a,c, Valerio Barbari a,d, Lorenzo Storari a,e, Giacomo Rossettini a,f/C3 and Marco Testa a/C3 aDepartment of Neurosciences, Rehabilitation, Ophthalmology, Genetic and Maternal Infantile Sciences (DINOGMI), University of Genoa – Campus of Savona, Savona, Italy; bSovrintendenza Sanitaria Regionale Puglia INAIL, Bari, Italy; cPrivate Practice, Torino, Italy; dPrivate Practice, Rimini, Italy; ePrivate Practice, “Centro Retrain ”, Verona, Italy; fSchool of Physiotherapy, University of Verona, Verona, Italy ABSTRACT Purpose: Red Flags (RFs) are signs and symptoms related to the screening of serious underlying patholo- gies mimicking a musculoskeletal pain. The current literature wonders about the usefulness of RFs, due to high false-positive rates and low diagnostic accuracy. The aims of this systematic review are: (a) to identify and (b) to evaluate the most important RFs that could be found by a health care professional during the assessment of patients with low and upper back pain (named as thoracolumbar pain (TLP)) to screen serious pathologies. Materials and",title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: 10.1080/09638288.2020.1804626,corpus=red_flags;source_id=2;doc=2.pdf;chunk_index=2;chunk_method=pypdf
red_flags_2_0003,"methods: A systematic review of the literature was conducted. Searches were performed on seven databases (Pubmed, Web of Science, Cochrane Library, Pedro, Scielo, CINAHL, and Google Scholar) between March 2019 and June 2020, using a search string which included synonyms of low back pain (LBP), chest pain (CP), differential diagnosis, RF, and serious disease. Only observational studies enrolling patients with LBP or CP were included. Risk of bias was assessed with the Newcastle Ottawa Scale and inter-rater agreement between authors for full-text selection was evaluated with Cohen ’s Kappa. Where possible the diagnostic accuracy was recorded for sensitivity (Sn), specificity (Sp), and posi- tive/negative likelihood ratio (LR þ/LR–). Results: Forty full-texts were included. Most of the included observational studies were judged as low risk of bias, and Cohen ’s Kappa was good ( ¼0.78). The identified RFs were: advanced age; neurological signs; history of trauma; malignancy; female gender; corticosteroids use; night pain; unintentional weight loss; bladder or bowel dysfunction; loss of anal sphincter tone; saddle anaesthesia; constant pain; recent infection; family or personal history",title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: 10.1080/09638288.2020.1804626,corpus=red_flags;source_id=2;doc=2.pdf;chunk_index=3;chunk_method=pypdf
red_flags_2_0004,"of heart or pulmonary diseases; dyspnoea; fever; postprandial CP; typ- ical reflux symptoms; haemoptysis; sweating; pain radiated to upper limbs; hypotension; retrosternal pain; exertional pain; diaphoresis; and tachycardia. The diagnostic accuracy of RFs as self-contained screening tool was low, while the combination of multiple RFs showed to increase the probability to identify serious pathologies. Conclusions: Despite the use of single RF should not be recommended for the screening process in clin- ical practice, the combination of multiple RFs to enhance diagnostic accuracy is promising. Moreover, the identified RFs could be a baseline to develop a screening tool for patients with TLP. /C228IMPLICATIONS FOR REHABILITATION /C15 Differential diagnosis and screening for referral are mandatory skills for each healthcare professional in direct access clinical settings, and should be the primary step for an appropriate management of a patient with signs and symptoms mimicking serious pathologies in thoracolumbar region. /C15 Clinical reasoning and decision-making processes are essential throughout all phases of a patient ’s pathway of care. By which, the use of single Red Flag (RF)",title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: 10.1080/09638288.2020.1804626,corpus=red_flags;source_id=2;doc=2.pdf;chunk_index=4;chunk_method=pypdf
