chunk_id,chunk_string,source,loc,parent_id,source_nodes,edges,path_type,path,is_specific,is_guideline,evidence,evidence_level
r_57,"Clinical concept: endothelial injury to vein walls (e (Endothelial injury; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: endothelial injury, venous injury, surgery trauma to vein, central line, recent operation, recent surgery on leg, endothelial, injury, vein, walls, from, recent, surgery, trauma, central, venous, access, completes, virchow, triad, risk, faactor, deep, thrombosis
Co-occurring red flags: Hypercoagulability, Venous stasis, Previous DVT, Calf pain, Calf swelling, Recent surgery, Prolonged bed rest, Age over 50, Diabetes, Hypertension

Endothelial injury to vein walls (e.g. from recent surgery, trauma, central venous access) completes Virchow’s triad and is a risk faactor for deep vein thrombosis. With low back pain, recent operative or venous injury history increases concern when calf pain, swelling, or redness (especially if unilateral) appears. Endothelial injury alone is not sufficient to diagnose deep vein thrombosis. Consider together with other risk factors to determine triage urgency.",6,low back,DVT,Endothelial injury,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_58,"Clinical concept: a previous deep vein thrombosis or pulmonary embolism strongly increases the risk of recurrent clot (Previous DVT; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: previous dvt, prior DVT, history of DVT, previous pulmonary embolism, prior PE, blood clot before, had a clot before, previous, deep, vein, thrombosis, pulmonary, embolism, strongly, increases, risk, recurrent, clot, pain, prior, raises, concern, new, calf
Co-occurring red flags: Hypercoagulability, Venous stasis, Endothelial injury, Calf pain, Calf swelling, Recent surgery, Prolonged bed rest, Age over 50, Diabetes, Hypertension

A previous deep vein thrombosis or pulmonary embolism strongly increases the risk of recurrent clot. In low back pain, prior clot raises concern when new calf swelling, pain, or warmth (especially if unilateral) develops, particularly after surgery or immobilisation. History of deep vein thrombosis alone does not indicate new clot- consider together with other red flags and risk factors to determine triage urgency.",6,low back,DVT,Previous DVT,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_59,"Clinical concept: calf redness with pain or swelling (especially if unilateral) suggests possible deep vein thrombosis in low back pain (Calf redness; RISK_FACTOR_FOR;DTV)
Synonyms and patient phrases: calf redness, red calf, erythema calf, unilateral calf redness, red swollen calf, calf, redness, pain, swelling, especially, unilateral, suggests, deep, vein, thrombosis, most, thromboses, start, veins, travel, vascular, system, indicator, thrombosis-
Co-occurring red flags: other DTV pathway red flags

Calf redness with pain or swelling (especially if unilateral) suggests possible deep vein thrombosis in low back pain. Most deep vein thromboses start in the deep veins of the calf and travel up the vascular system. Calf redness alone is not an indicator of deep vein thrombosis- consider together with calf pain, calf swelling, and predisposing risk factors to determine triage urgency.",6,low back,DTV,Calf redness,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_60,"Clinical concept: calf pain with redness or swelling (especially if unilateral) suggests possible deep vein thrombosis in low back pain (Calf pain; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: calf pain, leg calf pain, pain in calf, unilateral calf pain, calf hurts, calf, pain, redness, swelling, especially, unilateral, suggests, deep, vein, thrombosis, most, thromboses, start, veins, travel, vascular, system, indicator, thrombosis-
Co-occurring red flags: Hypercoagulability, Venous stasis, Endothelial injury, Previous DVT, Calf swelling, Recent surgery, Prolonged bed rest, Age over 50, Diabetes, Hypertension

Calf pain with redness or swelling (especially if unilateral) suggests possible deep vein thrombosis in low back pain. Most deep vein thromboses start in the deep veins of the calf and travel up the vascular system. Calf pain alone is not an indicator of deep vein thrombosis- consider together with calf redness, calf swelling, and predisposing risk factors to determine triage urgency.",6,low back,DVT,Calf pain,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_61,"Clinical concept: calf swelling with pain or redness (especially if unilateral) suggests possible deep vein thrombosis in low back pain (Calf swelling; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: calf swelling, swollen calf, leg swelling, unilateral leg swelling, calf is swollen, calf, swelling, pain, redness, especially, unilateral, suggests, deep, vein, thrombosis, most, thromboses, start, veins, travel, vascular, system, indicator, thrombosis-
Co-occurring red flags: Hypercoagulability, Venous stasis, Endothelial injury, Previous DVT, Calf pain, Recent surgery, Prolonged bed rest, Age over 50, Diabetes, Hypertension

Calf swelling with pain or redness (especially if unilateral) suggests possible deep vein thrombosis in low back pain. Most deep vein thromboses start in the deep veins of the calf and travel up the vascular system. Calf swelling alone is not an indicator of deep vein thrombosis- consider together with calf pain, calf redness, and predisposing risk factors to determine triage urgency.",6,low back,DVT,Calf swelling,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_62,"Clinical concept: recent surgery (especially major abdominal, orthopaedic, or pelvic procedures within the last 4 weeks) is a well-established risk factor for deep vein thrombosis due to vessel wall injury (Recent surgery; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: recent surgery, post-operative, after operation, surgical procedure recent, had surgery last week, recent, surgery, especially, major, abdominal, orthopaedic, pelvic, procedures, within, last, weeks, well-established, risk, factor, deep, vein, thrombosis, due, vessel
Co-occurring red flags: Hypercoagulability, Venous stasis, Endothelial injury, Previous DVT, Calf pain, Calf swelling, Prolonged bed rest, Age over 50, Diabetes, Hypertension

Recent surgery (especially major abdominal, orthopaedic, or pelvic procedures within the last 4 weeks) is a well-established risk factor for deep vein thrombosis due to vessel wall injury. Recent surgery alone is not an indicator of deep vein thrombosis- consider together with calf pain, calf redness, calf swelling, and predisposing risk factors to determine triage urgency",6,low back,DVT,Recent surgery,RISK_FACTOR_FOR,mediated,Endothelial injury,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_63,"Clinical concept: prolonged bed rest or immobilisation for at least 3 days causes venous stasis and is a known risk factor for pulmonary embolism and deep vein thrombosis (Prolonged bed rest; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: prolonged bed rest, bed rest, immobilization, hospital admission immobile, prolonged immobility, been in bed for days, prolonged, bed, rest, immobilisation, least, days, causes, venous, stasis, known, risk, factor, pulmonary, embolism, deep, vein, thrombosis, pain
Co-occurring red flags: Hypercoagulability, Venous stasis, Endothelial injury, Previous DVT, Calf pain, Calf swelling, Recent surgery, Age over 50, Diabetes, Hypertension

Prolonged bed rest or immobilisation for at least 3 days causes venous stasis and is a known risk factor for pulmonary embolism and deep vein thrombosis. In low back pain with reduced activity or hospitalisation, consider immobility in the context of recent surgery, calf swelling, calf redness, and calf pain to determine triage urgency.",6,low back,DVT,Prolonged bed rest,RISK_FACTOR_FOR,mediated,Venous stasis,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_64,"Clinical concept: age over 50 years is an independent predisposing risk factor that increases susceptibility to deep vein thrombosis (Age over 50; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: age over 50, over 50, older than 50, elderly, aged 51, aged 60, my fifties, I am over 50, older adult, middle-aged and older, age, over, years, independent, predisposing, risk, factor, increases, susceptibility, deep, vein, thrombosis
Co-occurring red flags: Hypercoagulability, Venous stasis, Endothelial injury, Previous DVT, Calf pain, Calf swelling, Recent surgery, Prolonged bed rest, Diabetes, Hypertension

Age over 50 years is an independent predisposing risk factor that increases susceptibility to deep vein thrombosis.",6,low back,DVT,Age over 50,RISK_FACTOR_FOR,direct,-,no,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_65,"Clinical concept: diabetes contributes to hypercoagulability- in the context of low back pain, it modestly raises concern for deep vein thrombosis when calf pain/redness/swelling (especially unilateral), recent surgery, or immobilisation is present (Diabetes; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: diabetes, type 2 diabetes, type 1 diabetes, T2DM, diabetic, poorly controlled diabetes, high blood sugar, I have diabetes, type 2 diabetic, blood sugar is high, constantly thirsty, contributes, hypercoagulability-, pain, modestly, raises, concern, deep, vein, thrombosis, calf, pain/redness/swelling, especially, unilateral
Co-occurring red flags: Hypercoagulability, Venous stasis, Endothelial injury, Previous DVT, Calf pain, Calf swelling, Recent surgery, Prolonged bed rest, Age over 50, Hypertension

Diabetes contributes to hypercoagulability- in the context of low back pain, it modestly raises concern for deep vein thrombosis when calf pain/redness/swelling (especially unilateral), recent surgery, or immobilisation is present. Diabetes alone does not confirm deep vein thrombosis.",6,low back,DVT,Diabetes,RISK_FACTOR_FOR,mediated,Hypercoagulability,no,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_66,"Clinical concept: hypertension contributes to hypercoagulability- in the context of low back pain, it modestly raises concern for deep vein thrombosis when calf pain/redness/swelling (especially unilateral), recent surgery, or immobilisation is present (Hypertension; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: hypertension, high blood pressure, HTN, elevated BP, contributes, hypercoagulability-, pain, modestly, raises, concern, deep, vein, thrombosis, calf, pain/redness/swelling, especially, unilateral, recent, surgery, immobilisation, present, confirm
Co-occurring red flags: Hypercoagulability, Venous stasis, Endothelial injury, Previous DVT, Calf pain, Calf swelling, Recent surgery, Prolonged bed rest, Age over 50, Diabetes

Hypertension contributes to hypercoagulability- in the context of low back pain, it modestly raises concern for deep vein thrombosis when calf pain/redness/swelling (especially unilateral), recent surgery, or immobilisation is present. Hypertension alone does not confirm deep vein thrombosis.",6,low back,DVT,Hypertension,RISK_FACTOR_FOR,mediated,Hypercoagulability,no,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
