source_id,stem_hash,split,auto_red_flag_family,lexicon_terms,token_count,has_agentclinic_osce,question,answer,clinician_include,clinician_grid,clinician_notes
awinml/medqa:train:6075,07e1e2fcee1d1f76,train,confounder,confounder_dvt,98,False,"A 35-year-old G4P1 woman presents for follow-up after her 3rd miscarriage. All 3 miscarriages occurred during the 2nd trimester. Past medical history is significant for systemic lupus erythematosus (SLE) and a deep vein thrombosis (DVT) in her right lower leg 3 years ago. Her current medication is hydroxychloroquine. The patient denies any tobacco, alcohol, and illicit substance use. Her vitals include: temperature 36.8℃ (98.2℉), blood pressure 114/76 mm Hg, pulse 84/min, respiration rate 12/min. Physical examination reveals a lacy, violaceous discoloration on her lower legs. Which of the following autoantibodies would this patient most likely test positive for?",Anti-phospholipid,,,
awinml/medqa:train:6083,ae9aa7594024ccb0,train,trauma_fracture,vertebral_fracture|back_pain,169,False,"A 69-year-old African American man is brought to the emergency department with sudden onset lower limb paralysis and back pain. He has had generalized bone pain for 2 months. He has no history of severe illnesses. He takes ibuprofen for pain. On examination, he is pale. The vital signs include: temperature 37.1°C (98.8°F), pulse 68/min, respiratory rate 16/min, and blood pressure 155/90 mm Hg. The neurologic examination shows paraparesis. The 8th thoracic vertebra is tender to palpation. An X-ray of the thoracic vertebrae confirms a compression fracture at the same level. The laboratory studies show the following:
Laboratory test
Hemoglobin 9 g/dL
Mean corpuscular volume 95 μm3
Leukocyte count 5,000/mm3
Platelet count 240,000/mm3
ESR 85 mm/hour
Serum
Na+ 135 mEq/L
K+ 4.2 mEq/L
Cl− 113 mEq/L
HCO3− 20 mEq/L
Ca+ 11.5 mg/dL
Albumin 4 g/dL
Urea nitrogen 18 mg/dL
Creatinine 1.2 mg/dL
Serum electrophoresis shows a monoclonal protein level of 38 g/L. To reduce the likelihood of fracture recurrence, it is most appropriate to administer which of the following?",Pamidronate,,,
awinml/medqa:train:6087,44a69e67c17a5b4f,train,mechanical,low_back|disc_herniation|back_pain,139,False,"A 67-year-old man comes to the physician for a follow-up examination. He has had lower back pain for several months. The pain radiates down the right leg to the foot. He has no history of any serious illness and takes no medications. His pain increases after activity. The straight leg test is positive on the right. The results of the laboratory studies show:
Laboratory test
Hemoglobin 14 g/d
Leukocyte count 5,500/mm3 with a normal differential
Platelet count 350,000/mm3
Serum
Calcium 9.0 mg/dL
Albumin 3.8 g/dL
Urea nitrogen 14 mg/dL
Creatinine 0.9 mg/dL
  Serum immunoelectrophoresis shows an immunoglobulin G (IgG) type monoclonal component of 40 g/L. Bone marrow plasma cells return at 20%. Skeletal survey shows no bone lesions. Magnetic resonance imaging (MRI) shows a herniated disc at the L5. Which of the following is the most appropriate next step?",Physical therapy,,,
awinml/medqa:train:6135,a1e6f0cec2b9e902,train,mechanical,back_pain,171,False,"A 73-year-old man comes to the physician because of progressive fatigue and shortness of breath on exertion for 3 weeks. He has swelling of his legs. He has not had nausea or vomiting. His symptoms began shortly after he returned from a trip to Cambodia. He occasionally takes ibuprofen for chronic back pain. He has a history of arterial hypertension and osteoarthritis of both knees. He had an episode of pneumonia 4 months ago. His current medications include lisinopril and hydrochlorothiazide. He has no history of drinking or smoking. His temperature is 37°C (98.6°F), pulse is 101/min, and blood pressure is 135/76 mm Hg. Examination shows pitting edema of the upper and lower extremities. Laboratory studies show:
Hemoglobin 14.1 g/dL
Leukocyte count 6,800/mm3
Platelet count 216,000/mm3
Serum
Urea nitrogen 26 mg/dL
Creatinine 2.9 mg/dL
Albumin 1.6 g/L
Urine
Blood negative
Protein 4+
Glucose negative
Renal biopsy with Congo red stain shows apple-green birefringence under polarized light. Further evaluation of this patient is most likely to show which of the following findings?""",Rouleaux formation on peripheral smear,,,
awinml/medqa:train:6157,0bf964b1df9b2c2b,train,mechanical,low_back|lumbar|cauda_equina|sacroiliitis|back_pain,143,False,"A 54-year-old man is brought by his family to the emergency department because of severe pain and weakness in his right leg. His symptoms have been gradually worsening over the past 5 weeks, but he did not seek medical care until today. He has a history of lower back pain and has no surgical history. He denies tobacco or alcohol use. His temperature is 37°C (98.6°F), the blood pressure is 140/85 mm Hg, and the pulse is 92/min. On physical examination, pinprick sensation is absent in the perineum and the right lower limb. Muscle strength is 2/5 in the right lower extremity and 4/5 in the left lower extremity. Ankle and knee reflexes are absent on the right side but present on the left. In this patient, magnetic resonance imaging (MRI) of the lumbar spine will most likely show which of the following?",Compression of the cauda equina,,,
awinml/medqa:train:6162,d627c8a817f7065c,train,infection,disc_herniation|back_pain|confounder_abscess,92,False,"A 33-year-old man with a history of IV drug and alcohol abuse presents to the emergency department with back pain. He states that his symptoms started 3 days ago and have been gradually worsening. His temperature is 102°F (38.9°C), blood pressure is 127/68 mmHg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 98% on room air. Physical exam is notable for tenderness over the mid thoracic spine. Laboratory values are only notable for a leukocytosis and an elevated ESR and CRP. Which of the following is the most likely diagnosis?",Osteomyelitis,,,
awinml/medqa:train:6187,28ddff3ca81133f2,train,inflammatory,back_pain,226,False,"A 28-year-old man comes to the physician because of a 1-year history of chronic back pain. He explains that the pain started after getting a job at a logistics company. He does not recall any trauma and does not have morning stiffness or neurological symptoms. He has been seen by two other physicians for his back pain who did not establish a diagnosis. The patient also has abdominal bloating and a feeling of constipation that started 3 weeks ago. After doing extensive research on the internet, he is concerned that the symptoms might be caused by pancreatic cancer. He would like to undergo a CT scan of his abdomen for reassurance. He has a history of episodic chest pain, for which he underwent medical evaluation with another healthcare provider. Tests showed no pathological results. He does not smoke or drink alcohol. He reports that he is under significant pressure from his superiors due to frequent performance evaluations. He takes daily multivitamins and glucosamine to prevent arthritis. His vital signs are within normal limits. Examination shows a soft, non-tender, non-distended abdomen and mild bilateral paraspinal muscle tenderness. The remainder of the examination, including a neurologic examination, shows no abnormalities. Laboratory studies are within the reference range. An x-ray of the spine shows no abnormalities. Which of the following is the most likely explanation for this patient's symptoms?",Somatic symptom disorder,,,
awinml/medqa:train:6198,653f578add1c6204,train,trauma_fracture,lumbar,160,False,"A 39-year-old man comes to the physician for a follow-up examination. He was treated for a urinary tract infection with trimethoprim-sulfamethoxazole 2 months ago. He is paraplegic as a result of a burst lumbar fracture that occurred after a fall 5 years ago. He has hypertension and type 2 diabetes mellitus. Current medications include enalapril and metformin. He performs clean intermittent catheterization daily. He has smoked one pack of cigarettes daily for 19 years. His temperature is 37.1°C (98.8°F), pulse is 95/min, respirations are 14/min, and blood pressure is 120/80 mm Hg. He appears malnourished. Examination shows palpable pedal pulse. Multiple dilated tortuous veins are present over both lower extremities. There is a 2-cm wound surrounded by partial-thickness loss of skin and a pink wound bed over the right calcaneum. Neurologic examination shows paraparesis. His hemoglobin A1c is 6.5%, and fingerstick blood glucose concentration is 134 mg/dL. Which of the following is most likely to have prevented this patient's wound?",Frequent position changes,,,
awinml/medqa:train:6219,7cf6dcc5a77a9fba,train,mechanical,lumbar,217,False,"A 42-year-old woman presents to the emergency department complaining of abdominal pain, nausea, and vomiting for the last 4 hours. She says that symptoms onset right after she had 2 generous portions of pizza. She notes that she had prior similar episodes which resolved spontaneously within an hour. However, the pain today has persisted for 5 hours and is much more severe. She says the pain is located in the right upper quadrant of her abdomen and radiates to her upper back. She describes the pain as dull and cramping. She has had hypertension for the past 10 years, managed medically. Her vital signs are a blood pressure of 148/96 mm Hg, a pulse of 108/min, a respiratory rate of 18/min, and a temperature of 37.7°C (99.9°F). Her BMI is 28 kg/m2. On physical examination, the patient appears uncomfortable and is clutching her abdomen in pain. Abdominal exam reveals severe tenderness to palpation in the right upper quadrant with guarding. A positive Murphy’s sign is present. Her serum chemistry levels, including amylase, lipase, bilirubin, and liver function tests and urinalysis are normal. Urine hCG level is < 0.5 IU/L. Abdominal ultrasound reveals a large stone lodged in the neck of the gallbladder. Which of the following is the most likely pathway for referred pain in this patient?",The phrenic nerve,,,
awinml/medqa:train:6250,17d68dc20a36b2ba,train,mechanical,confounder_dvt,81,False,"An otherwise healthy 18-year-old girl comes to the physician because of a 1-year history of severe acne vulgaris over her face, upper back, and arms. Treatment with oral antibiotics and topical combination therapy with benzoyl peroxide and retinoid has not completely resolved her symptoms. Examination shows oily skin with numerous comedones, pustules, and scarring over the face and upper back. Long-term therapy is started with combined oral contraceptives. This medication significantly reduces the risk of developing which of the following conditions?",Endometrial cancer,,,
awinml/medqa:train:6316,76e262e3a268d00a,train,confounder,confounder_dvt,37,False,"Four days after undergoing an elective total hip replacement, a 65-year-old woman develops a DVT that embolizes to the lung. Along with tachypnea, tachycardia, and cough, the patient would most likely present with a PaO2 of what?",60 mmHg,,,
awinml/medqa:train:6398,a52bb12fb8ee3dff,train,mechanical,spondylosis,141,False,"A 54-year-old man comes to the physician for the evaluation of difficulty swallowing of both solids and liquids for 1 month. During the past 5 months, he has also had increased weakness of his hands and legs. He sails regularly and is unable to hold the ropes as tightly as before. Ten years ago, he was involved in a motor vehicle collision. Examination shows atrophy of the tongue. Muscle strength is decreased in the right upper and lower extremities. There is muscle stiffness in the left lower extremity. Deep tendon reflexes are 1+ in the right upper and lower extremities, 3+ in the left upper extremity, and 4+ in the left lower extremity. Plantar reflex shows an extensor response on the left foot. Sensation to light touch, pinprick, and vibration is intact. Which of the following is the most likely diagnosis?",Amyotrophic lateral sclerosis,,,
awinml/medqa:train:6400,97d4a953a35214dc,train,mechanical,back_pain,79,False,"A 22-year-old woman presents to the emergency department because of agitation and sweating. History shows she is currently being treated for depression with citalopram. She also takes tramadol for back pain. Her temperature is 38.6°C (97.9°F), the pulse is 108/min, the respirations are 18/min, and the blood pressure is 165/110 mm Hg. Physical examination shows hyperreflexia and mild tremors in all 4 extremities. Which of the following should be used in the next step of management for this patient?",Discontinue tramadol and citalopram,,,
awinml/medqa:train:6421,44490154362291f2,train,mechanical,low_back|saddle|disc_herniation|vertebral_fracture|spinal_met,135,False,"A 57-year-old man presents to the ED complaining of back and left leg pain. He was lifting heavy furniture while helping his daughter move into college when all of sudden he felt a sharp pain at his back. The pain is described as severe, worse with movement, and shoots down his lateral thigh. The patient denies any bowel/urinary incontinence, saddle anesthesia, weight loss, or weakness. He denies any past medical history but endorses a family history of osteoporosis. He has been smoking 1 pack per day for the past 20 years. Physical examination demonstrated decreased sensation at the left knee, decreased patellar reflex, and a positive straight leg test. There is diffuse tenderness to palpation at the lower back but no vertebral step-offs were detected. What is the most likely etiology for this patient’s pain?",Disc herniation at the L3/L4 vertebra,,,
awinml/medqa:train:6444,d85fefb9d55bc170,train,confounder,lumbar|spinal_stenosis|confounder_dvt,202,False,"A 61-year-old woman presents to the emergency room with left leg pain and swelling. She recently returned to the United States from a trip to India. Her past medical history is notable for osteoarthritis in both hips, lumbar spinal stenosis, and hypertension. She takes lisinopril. Her temperature is 99°F (37.2°C), blood pressure is 140/85 mmHg, pulse is 110/min, and respirations are 24/min. On examination, her left calf is larger than her right calf. A lower extremity ultrasound demonstrates a deep venous thrombosis in the left femoral vein. Results from a complete blood count are within normal limits. She is discharged on low-molecular weight heparin. Seven days later, she presents to the emergency room with a dark erythematous skin lesion on her left thigh and worsening left leg swelling. A lower extremity ultrasound demonstrates a persistent deep venous thrombosis in the left femoral vein as well as a new deep venous thrombosis in the left popliteal vein. Results of a complete blood count are shown below:

Hemoglobin: 13.1 g/dL
Hematocrit: 38%
Leukocyte count: 9,600/mm^3 with normal differential
Platelet count: 74,000/mm^3

A medication with which of the following mechanisms of action is most appropriate to initiate in this patient after stopping the heparin drip?",Direct thrombin inhibitor,,,
awinml/medqa:train:6452,1304b00d3e4df46a,train,malignancy,low_back|back_pain,274,False,"A 61-year-old man presents with back pain and hematuria. The patient says his back pain gradually onset 6 months ago and has progressively worsened. He describes the pain as moderate, dull and aching, and localized to the lower back and right flank. Also, he says that, for the past 2 weeks, he has been having intermittent episodes of hematuria. The patient denies any recent history of fever, chills, syncope, night sweats, dysuria or pain on urination. His past medical history is significant for a myocardial infarction (MI) 3 years ago status post percutaneous transluminal coronary angioplasty and peripheral vascular disease of the lower extremities, worst in the popliteal arteries, with an ankle:brachial index of 1.4. Also, he has had 2 episodes of obstructive nephrolithiasis in the past year caused by calcium oxalate stones, for which he takes potassium citrate. His family history is significant for his father who died of renovascular hypertension at age 55. The patient reports a 20-pack-year smoking history and moderates to heavy daily alcohol use. A review of systems is significant for an unintentional 6.8 kg (15 lb) weight loss over the last 2 months. The vital signs include: blood pressure 145/95 mm Hg, pulse 71/min, temperature 37.2℃ (98.9℉), and respiratory rate 18/min. On physical examination, the patient has moderate right costovertebral angle tenderness (CVAT). A contrast computed tomography (CT) scan of the abdomen and pelvis reveals an enhancing mass in the upper pole of the right kidney. A percutaneous renal biopsy of the mass confirms renal cell carcinoma. Which of the following was the most significant risk factor for the development of renal cell carcinoma (RCC) in this patient?",20-pack-year smoking history,,,
awinml/medqa:train:6471,d786baa3d85ce70e,train,trauma_fracture,sacroiliac,132,False,"A previously healthy 3-year-old girl is brought to the physician by her parents for the evaluation of recurrent episodes of pain in her left wrist and right knee for 4 months. She has not had any trauma to the knee or any previous problems with her joints. She attends daycare. Her mother has rheumatoid arthritis. Her vital signs are within normal limits. Examination of the right knee and left wrist shows mild swelling, tenderness, warmth, and erythema; range of motion is slightly decreased. No other joints are affected. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 12.4 g/dL
Leukocyte count 9,000/mm3
Platelet count 200,000/mm3
Erythrocyte sedimentation rate 50 mm/h
Serum
Antinuclear antibodies 1:320
Rheumatoid factor negative
This patient is at increased risk for which of the following complications?""",Blindness,,,
awinml/medqa:train:6556,fa587a57669aa051,train,mechanical,low_back|confounder_aaa,118,False,"A 67-year-old man presents to his primary care physician with constant and gnawing lower abdominal pain for 2 days. The pain has been steadily worsening in intensity. He says the pain occasionally radiates to his lower back and groin bilaterally. While he cannot identify any aggravating factors, he feels that the pain improves with his knees flexed. His medical history is notable for hypertension which is well controlled with medications. He has smoked 40–50 cigarettes daily for 35 years. On examination, there is a palpable pulsatile mass just left of midline below the umbilicus. He is immediately referred for definitive management but during transfer, he becomes hypotensive and unresponsive. Which of the following is the most likely diagnosis?",Ruptured abdominal aortic aneurysm,,,
awinml/medqa:train:6633,c7c44cf674580d3d,train,mechanical,radiculopathy,59,False,"A 55-year-old man presents with burning and shooting in his feet and lower legs, which becomes more severe at night. In the past 6 months, the pain has become much worse and disturbs his sleep. He has a history of type 2 diabetes mellitus and essential hypertension. Which of the following best represent the etiology of this patient’s condition?",Distal symmetric sensorimotor polyneuropathy,,,
awinml/medqa:train:6669,628b0e4ea72d261c,train,mechanical,low_back|back_pain,178,False,"A 49-year-old man presents to your clinic with “low back pain”. When asked to point to the area that bothers him the most, he motions to both his left and right flank. He describes the pain as deep, dull, and aching for the past few months. His pain does not change significantly with movement or lifting heavy objects. He noted dark colored urine this morning. He has a history of hypertension managed with hydrochlorothiazide; however, he avoids seeing the doctor whenever possible. He drinks 3-4 beers on the weekends but does not smoke. His father died of a sudden onset brain bleed, and his mother has diabetes. In clinic, his temperature is 99°F (37.2°C), blood pressure is 150/110 mmHg, pulse is 95/min, and respirations are 12/min. Bilateral irregular masses are noted on deep palpation of the abdomen. The patient has full range of motion in his back and has no tenderness of the spine or paraspinal muscles. Urine dipstick in clinic is notable for 3+ blood. Which chromosome is most likely affected by a mutation in this patient?",Chromosome 16,,,
awinml/medqa:train:6701,070048512387d6d2,train,mechanical,low_back|back_pain,144,False,"A 62-year-old man seeks evaluation at a local walk-in clinic for mid-low back pain of several weeks. He has tried different rehabilitation therapies and medications with no improvement. He was prescribed some pain medications and sent home last week, but the patient presents today with difficulty walking and worsening of his back pain. He was referred to the ER, where he was examined and found to have hypoesthesia from T12 to S4–S5, significant muscle weakness in both lower limbs, and reduced knee and ankle deep tendon reflexes. A hypotonic anal sphincter with conserved deep anal pressure was demonstrated on digital rectal examination, as well as a multinodular, asymmetric prostate. Imaging studies showed multiple sclerotic bone lesions along the spine. Subsequently, a prostate core biopsy was obtained which confirmed the diagnosis of prostate cancer. Which of the following characteristics would you expect in the specimen?",Perineural invasion,,,
awinml/medqa:train:6726,4998032c6e9028d3,train,mechanical,low_back|lumbar|back_pain,86,False,A 60-year-old man comes to the physician because of a 1-week history of lower back pain. He has had several episodes of painless hematuria over the past 2 months. Physical examination shows localized tenderness over the lumbar spine. A CT scan shows multiple osteolytic lesions in the body of the lumbar vertebrae. Cystoscopy shows a 4-cm mass in the right lateral wall of the bladder. A photomicrograph of a biopsy specimen is shown. Which of the following is the strongest risk factor for this patient's condition?,Cigarette smoking,,,
awinml/medqa:train:6759,ac94f2f095755fe7,train,trauma_fracture,vertebral_fracture,111,False,"A 66-year-old female presents to the emergency room with left hip pain after a fall. She is unable to move her hip due to pain. On exam, her left leg appears shortened and internally rotated. Hip radiographs reveal a fracture of the left femoral neck. She has a history of a distal radius fracture two years prior. Review of her medical record reveals a DEXA scan from two years ago that demonstrated a T-score of -3.0. Following acute management of her fracture, she is started on a medication that is known to induce osteoclast apoptosis. Which of the following complications is most closely associated with the medication prescribed in this case?",Osteonecrosis of the jaw,,,
awinml/medqa:train:6798,9e7c58a28855422d,train,mechanical,low_back|back_pain,129,False,"A 67-year-old man comes to the emergency department for the evaluation of two episodes of red urine since this morning. He has no pain with urination. He reports lower back pain and fever. Six months ago, he was diagnosed with osteoarthritis of the right knee that he manages with 1–2 tablets of ibuprofen per day. He has smoked one pack of cigarettes daily for the past 45 years. He does not drink alcohol. His temperature is 38.5°C (101.3°F), pulse is 95/min, and blood pressure is 130/80 mm Hg. Physical examination shows faint, diffuse maculopapular rash, and bilateral flank pain. The remainder of the examination shows no abnormalities. Urinalysis shows:
Blood +3
Protein +1
RBC 10–12/hpf
RBC cast negative
Eosinophils numerous
Which of the following is the most likely diagnosis?""",Acute tubulointerstitial nephritis,,,
awinml/medqa:train:6814,e82f77478372ec70,train,mechanical,back_pain,128,False,"A 25-year-old man comes to the physician for severe back pain. He describes the pain as shooting and stabbing. On a 10-point scale, he rates the pain as a 9 to 10. The pain started after he lifted a heavy box at work; he works at a supermarket and recently switched from being a cashier to a storekeeper. The patient appears to be in severe distress. Vital signs are within normal limits. On physical examination, the spine is nontender without paravertebral muscle spasms. Range of motion is normal. A straight-leg raise test is negative. After the physical examination has been completed, the patient asks for a letter to his employer attesting to his inability to work as a storekeeper. Which of the following is the most appropriate response?","""""""I understand that you are uncomfortable, but the findings do not match the severity of your symptoms. Let's talk about the recent changes at your job.""""""",,,
awinml/medqa:train:6825,2ca8269cdadb85dc,train,mechanical,back_pain,139,False,"A 57-year-old man comes to the emergency department because of pain in the sides of his abdomen and blood-tinged urine since the previous night. Over the last 2 days, he has also had progressive malaise, myalgia, and a generalized itchy rash. He has a history of gastroesophageal reflux that did not respond to ranitidine but has improved since taking pantoprazole 2 months ago. He occasionally takes acetaminophen for back pain. His vital signs are within normal limits. Examination shows a generalized, diffuse maculopapular rash. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 13 g/dL
Leukocyte count 7,800/mm3
Serum
Na+ 140 mEq/L
Cl- 105 mEq/L
K+ 4.6 mEq/L
HCO3- 25 mEq/L
Glucose 102 mg/dL
Creatinine 4.1 mg/dL
Renal ultrasonography shows no abnormalities. Which of the following findings is most likely to be observed in this patient?""",Elevated levels of eosinophils in urine,,,
awinml/medqa:train:6872,8b85c5a9d1161b37,train,mechanical,back_pain,213,False,"A 48-year-old woman comes to the emergency department because of increasingly severe right upper abdominal pain, fever, and nonbloody vomiting for 5 hours. The pain is dull and intermittent and radiates to her right shoulder. During the past 3 months, she had recurring abdominal discomfort after meals. She underwent an appendectomy at the age of 13 years. The patient has hypertension, type 2 diabetes mellitus, and chronic back pain. She takes bisoprolol, metformin, and ibuprofen daily. She is 171 cm (5 ft 6 in) tall and weighs 99 kg (218 lb); BMI is 35 kg/m2. She appears uncomfortable and is clutching her abdomen. Her temperature is 38.5°C (101.3°F), pulse is 108/min, and blood pressure is 150/82 mm Hg. Abdominal examination shows right upper quadrant abdominal tenderness and guarding. Upon deep palpation of the right upper quadrant, the patient pauses during inspiration. Laboratory studies show:
Hemoglobin 13.1 g/dL
Leukocyte count 10,900/mm3
Platelet count 236,000/mm3
Mean corpuscular volume 89/μm3
Serum
Urea nitrogen 28 mg/dL
Glucose 89 mg/dL
Creatinine 0.7 mg/dL
Bilirubin
Total 1.6 mg/dL
Direct 1.1 mg/dL
Alkaline phosphatase 79 U/L
Alanine aminotransferase (ALT, GPT) 28 U/L
Aspartate aminotransferase (AST, GOT) 32 U/L
An x-ray of the abdomen shows no abnormalities. Further evaluation of the patient is most likely to reveal which of the following?""",History of multiple past pregnancies,,,
awinml/medqa:train:6885,761f30ca9e617338,train,trauma_fracture,back_pain,145,False,"A 72-year-old man presents to his primary care physician because he has been having flank and back pain for the last 8 months. He said that it started after he fell off a chair while doing yard work, but it has been getting progressively worse over time. He reports no other symptoms and denies any weight loss or tingling in his extremities. His medical history is significant for poorly controlled hypertension and a back surgery 10 years ago. He drinks socially and has smoked 1 pack per day since he was 20. His family history is significant for cancer, and he says that he is concerned that his father had similar symptoms before he was diagnosed with multiple myeloma. Physical exam reveals a painful, pulsatile enlargement in the patient's abdomen. Between which of the following locations has the highest risk of developing this patient's disorder?",Renal arteries and common iliac arteries,,,
awinml/medqa:train:6911,d99b4696c63989cd,train,mechanical,disc_herniation|spondylolisthesis|vertebral_fracture|back_pain,169,False,"A 24-year-old man presents to the emergency department after a motor vehicle accident. The patient was at a stop when he was rear-ended from behind by a vehicle traveling at 11 miles per hour. The patient complains of severe back pain but states he otherwise feels well. The patient is currently seeing a physical therapist who is giving him exercises to alleviate the back pain that is present every morning, relived by activity, and worse with inactivity. He is a student at the university and is struggling with his grades. His temperature is 98.4°F (36.9°C), blood pressure is 117/78 mmHg, pulse is 116/min, respirations are 12/min, and oxygen saturation is 99% on room air. Physical exam demonstrates a decreased range of motion of the patient's spine and tenderness to palpation over the vertebrae. The rest of the exam is deferred due to pain. The patient is requesting a note to excuse him from final exams and work. Which of the following is the most likely diagnosis in this patient?",Vertebral fracture,,,
awinml/medqa:train:6924,bb8ea366942869db,train,trauma_fracture,low_back|back_pain,189,False,"A 37-year-old woman comes to the physician because of a 10-month history of excessive daytime sleepiness and fatigue. She says she has difficulty concentrating and has fallen asleep at work on numerous occasions. She also reports having frequent headaches during the day. She has no difficulty falling asleep at night, but wakes up gasping for breath at least once. She has always snored loudly and began using an oral device to decrease her snoring a year ago. She has occasional lower back pain, for which she takes tramadol tablets 1–2 times per week. She also began taking one rabeprazole tablet daily 3 weeks ago. She does not smoke. She is 175 cm (5 ft 7 in) tall and weighs 119 kg (262 lb); BMI is 38.8 kg/m2. Her vital signs are within normal limits. Physical and neurologic examinations show no other abnormalities. Arterial blood gas analysis on room air shows:
pH 7.35
PCO2 51 mm Hg
PO2 64 mm Hg
HCO3- 29 mEq/L
O2 saturation 92%
An x-ray of the chest and ECG show no abnormalities. Which of the following is the most likely cause of this patient's condition?""","Diurnal alveolar hypoventilation
""",,,
awinml/medqa:train:6937,2b4af0384d6f5ee1,train,trauma_fracture,low_back|lumbar|vertebral_fracture|back_pain,206,False,"A 65-year-old African-American woman comes to the physician because of severe lower back pain. She has had dull lower back pain for several months, which suddenly become sharp in nature after lifting a heavy bucket of water 2 days ago. The pain is midline and does not radiate. She has had frequent vaginal dryness and hot flashes since menopause at the age of 55 years, for which she is on hormone replacement therapy. She has hypertension, hypercholesterolemia, and hypothyroidism. Her other medications include hydrochlorothiazide, simvastatin, and levothyroxine. She attends a 30-minute power walking class twice a week. She has smoked a pack of cigarettes daily for 40 years. She does not drink alcohol. She does not appear in distress. She is 165 cm (5 ft 5 in) tall and weighs 75 kg (165 lb); her BMI is 27.6 kg/m2. Vital signs are within normal limits. Examination shows midline lumbar tenderness. Muscle strength is full and deep tendon reflexes are 2+. Straight-leg raising is negative but painful. MRI of the spine shows an acute compression fracture of the L3 vertebral body and an old compression fracture of the L4 vertebra. Which of the following parts of this patient's history is the strongest predisposing factor for her condition?",Smoking history,,,
awinml/medqa:train:6946,7ce376d7c9c107b8,train,inflammatory,low_back|lumbar|ankylosing|back_pain,174,False,"A 62-year-old man comes to the physician for the evaluation of lower back pain and tingling and numbness in his legs for the past 6 months. The pain radiates bilaterally to his buttocks and legs gets worse while standing or walking downhill. Two weeks ago, he had an upper respiratory tract infection that resolved spontaneously. He has hypertension and hypercholesterolemia. His son has ankylosing spondylitis. The patient does not smoke. He drinks 2–3 beers on the weekends. Current medications include enalapril and atorvastatin. He is 180 cm (5 ft 11 in) tall and weighs 90 kg (198 lb); BMI is 27.8 kg/m2. His temperature is 37°C (98.6°F), pulse is 70/min, and blood pressure is 135/85 mm Hg. There is no tenderness to palpation over the lumbar spine. Sensation to pinprick and light touch is decreased over the lower extremities. The patient's gait is unsteady and wide based. Muscle strength is normal. Deep tendon reflexes are 1+ bilaterally. Babinski's sign is absent bilaterally. Further evaluation is most likely to reveal which of the following findings?",Leaning forward relieves the pain,,,
awinml/medqa:train:7038,2224d3836dbd5617,train,trauma_fracture,sacroiliac|back_pain,127,False,"A 36-year-old man comes to the physician because of increasing back pain for the past 6 months. The pain is worse when he wakes up and improves throughout the day. He has problems bending forward. He has taken ibuprofen which resulted in limited relief. His only medication is a topical corticosteroid for two erythematous, itchy patches of the skin. His mother has rheumatoid arthritis. His temperature is 37.1°C (98.8°F), pulse is 75/min, respirations are 14/min, and blood pressure is 126/82 mmHg. Examination shows a limited spinal flexion. He has two patches with erythematous papules on his right forearm. He has tenderness on percussion of his sacroiliac joints. An x-ray of his spine is shown. Which of the following is most likely to improve mobility in this patient?",Etanercept,,,
awinml/medqa:train:7053,ffb47ca619380e65,train,mechanical,low_back|back_pain,147,False,"A 29-year-old G2P1 at 35 weeks gestation presents to the obstetric emergency room with vaginal bleeding and severe lower back pain. She reports the acute onset of these symptoms 1 hour ago while she was outside playing with her 4-year-old son. Her prior birthing history is notable for an emergency cesarean section during her first pregnancy. She received appropriate prenatal care during both pregnancies. She has a history of myomectomy for uterine fibroids. Her past medical history is notable for diabetes mellitus. She takes metformin. Her temperature is 99.0°F (37.2°C), blood pressure is 104/68 mmHg, pulse is 120/min, and respirations are 20/min. On physical examination, the patient is in moderate distress. Large blood clots are removed from the vaginal vault. Contractions are occurring every 2 minutes. Delayed decelerations are noted on fetal heart monitoring. Which of the following is the most likely cause of this patient's symptoms?",Premature separation of a normally implanted placenta,,,
awinml/medqa:train:7056,8dcc422be4681b1e,train,confounder,confounder_dvt,103,False,"A 78-year-old woman presents to the orthopedic department for an elective total left knee arthroplasty. She has had essential hypertension for 25 years and type 2 diabetes mellitus for 35 years. She has smoked 20–30 cigarettes per day for the past 40 years. The operation was uncomplicated. On day 3 post-surgery, she complains of left leg pain and swelling. On examination, her left leg appears red and edematous, and there are dilated superficial veins on the left foot. Using Wells’ criteria, the patient is diagnosed with a provoked deep venous thrombosis. Which of the following is the best initial therapy for this patient?",Oral apixaban monotherapy,,,
